,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
19356,18.2,85.0,977.5,82.0,977.2,18.1
19357,18.3,85.0,979.5,82.0,977.4,18.2
19358,18.3,85.0,979.9,82.0,977.4,18.1
19359,18.3,84.0,979.1,82.0,977.4,18.1
19360,18.3,84.0,979.1,82.0,977.3,18.1
19361,18.3,84.0,978.9,82.0,977.5,18.1
19362,18.3,85.0,978.7,82.0,977.3,18.2
19363,18.3,85.0,978.7,82.0,979.0,18.2
19364,18.3,84.0,978.6,82.0,979.2,18.2
19365,18.3,83.0,978.3,82.0,979.1,18.1
19366,18.3,84.0,978.3,82.0,979.0,18.1
19367,18.3,84.0,977.9,82.0,979.2,18.1
19368,18.3,83.0,978.3,82.0,978.9,18.1
19369,18.3,83.0,978.4,82.0,979.0,18.0
19370,18.3,84.0,978.1,82.0,979.2,18.1
19371,18.3,84.0,978.1,82.0,978.9,18.1
19372,18.3,84.0,978.0,82.0,979.0,18.1
19373,18.3,84.0,978.1,82.0,978.9,18.1
19374,18.3,84.0,978.1,82.0,978.9,18.0
19375,18.3,84.0,978.1,82.0,979.2,18.0
19376,18.3,84.0,978.1,82.0,979.2,18.0
19377,18.3,84.0,978.1,82.0,979.2,18.1
19378,18.3,84.0,978.1,81.0,977.3,18.2
19379,18.3,84.0,978.1,82.0,979.2,18.1
19380,18.3,84.0,978.1,82.0,979.4,18.1
19381,18.3,84.0,978.1,82.0,979.2,18.1
19382,18.3,84.0,978.1,82.0,977.5,18.1
19383,18.3,84.0,978.1,82.0,979.4,18.1
19384,18.3,84.0,978.1,82.0,979.2,18.2
19385,18.3,84.0,978.1,82.0,979.2,18.1
19386,18.3,84.0,978.1,81.0,979.1,18.1
19387,18.3,84.0,978.1,81.0,977.3,18.0
19388,18.3,84.0,978.1,81.0,977.5,18.0
19389,18.3,84.0,978.1,81.0,977.5,18.0
19390,18.3,84.0,978.1,82.0,977.6,18.0
19391,18.3,84.0,978.1,82.0,977.6,18.0
19392,18.3,84.0,978.1,82.0,977.6,18.1
19393,18.3,84.0,978.1,82.0,977.9,18.1
19394,18.3,84.0,978.1,82.0,977.6,18.1
19395,18.3,84.0,978.1,82.0,977.5,18.1
19396,18.3,84.0,978.1,82.0,977.6,18.1
19397,18.3,84.0,978.1,82.0,977.9,18.1
19398,18.0,85.0,978.2,82.0,977.6,18.1
19399,18.0,84.0,978.5,82.0,977.8,18.1
19400,18.0,84.0,978.4,82.0,977.9,18.0
19401,18.0,84.0,978.4,82.0,977.7,18.0
19402,17.9,84.0,978.7,82.0,977.9,18.1
19403,17.8,84.0,979.1,82.0,977.9,18.1
19404,17.9,85.0,978.9,82.0,977.6,18.1
19405,17.9,85.0,979.0,82.0,977.8,18.1
19406,17.9,84.0,979.2,82.0,977.8,18.1
19407,17.9,84.0,979.2,81.0,977.8,18.1
19408,17.9,84.0,979.2,81.0,977.8,18.0
19409,17.9,85.0,979.1,81.0,977.6,18.1
19410,17.9,85.0,979.1,81.0,977.6,18.1
19411,17.9,84.0,979.5,81.0,977.8,18.1
19412,17.9,84.0,979.1,81.0,977.8,18.1
19413,18.0,84.0,979.4,81.0,977.8,18.1
19414,18.0,83.0,979.3,81.0,977.8,18.1
19415,17.9,83.0,979.2,81.0,977.8,18.1
19416,18.0,83.0,979.4,81.0,977.8,18.1
19417,18.1,83.0,978.9,81.0,978.1,18.0
19418,18.1,83.0,979.0,81.0,978.1,18.1
19419,18.1,84.0,979.0,81.0,977.9,18.1
19420,18.1,84.0,978.7,81.0,978.1,18.1
19421,18.1,83.0,978.9,81.0,977.8,18.1
19422,18.0,83.0,978.7,81.0,978.1,18.0
19423,18.0,83.0,978.8,81.0,977.9,18.0
19424,17.9,83.0,979.1,81.0,977.9,17.9
19425,17.9,83.0,978.3,81.0,978.0,17.9
19426,17.9,83.0,979.1,81.0,978.1,17.9
19427,17.9,83.0,978.9,81.0,978.1,17.9
19428,17.9,83.0,979.5,81.0,978.1,18.0
19429,17.9,84.0,979.1,81.0,978.1,18.0
19430,17.9,83.0,979.5,81.0,978.3,18.1
19431,17.9,83.0,977.5,81.0,978.1,18.0
19432,17.9,83.0,979.1,81.0,978.1,18.0
19433,17.9,83.0,979.6,81.0,978.1,18.0
19434,18.0,83.0,979.1,81.0,978.3,18.0
19435,18.0,83.0,979.3,81.0,978.3,18.0
19436,18.0,83.0,979.3,81.0,978.3,18.0
19437,18.0,82.0,979.2,81.0,978.5,18.0
19438,18.1,82.0,979.4,81.0,978.5,18.0
19439,18.0,82.0,978.9,81.0,978.8,18.0
19440,18.0,83.0,979.0,81.0,978.5,18.1
19441,18.0,84.0,979.6,81.0,978.3,18.1
19442,18.0,84.0,979.3,81.0,978.3,18.1
19443,18.0,83.0,979.6,81.0,978.3,18.1
19444,18.0,83.0,979.8,81.0,978.5,18.1
19445,17.9,83.0,979.2,81.0,978.2,18.1
19446,17.9,83.0,979.5,80.0,978.7,18.0
19447,17.9,83.0,979.2,81.0,978.2,18.0
19448,17.9,83.0,979.8,80.0,978.4,18.0
19449,17.9,83.0,979.5,80.0,978.5,18.1
19450,17.9,83.0,979.3,80.0,978.5,18.0
19451,17.9,82.0,980.0,80.0,978.3,18.0
19452,17.9,83.0,979.9,80.0,978.5,18.0
19453,17.8,82.0,979.7,80.0,978.5,18.1
19454,17.9,83.0,980.2,80.0,978.5,18.1
19455,17.8,82.0,979.9,80.0,978.6,18.1
19456,17.8,82.0,980.2,80.0,978.4,18.0
19457,17.8,82.0,980.5,79.0,978.6,18.0
19458,17.8,82.0,980.6,79.0,978.5,18.0
19459,17.8,82.0,980.8,80.0,978.5,17.9
19460,17.8,82.0,978.5,80.0,978.8,18.0
19461,17.8,82.0,980.2,80.0,978.8,18.0
19462,17.9,82.0,978.7,80.0,978.5,18.0
19463,17.9,82.0,978.8,80.0,978.8,17.9
19464,17.9,82.0,980.6,80.0,978.8,17.9
19465,17.8,82.0,978.5,80.0,978.7,17.9
19466,17.8,82.0,978.9,80.0,978.9,17.9
19467,17.8,82.0,980.6,80.0,979.1,17.9
19468,17.9,82.0,980.6,80.0,978.9,17.9
19469,18.0,82.0,980.6,80.0,978.9,18.0
19470,17.9,82.0,980.7,80.0,978.9,17.9
19471,17.9,81.0,980.5,80.0,978.9,17.9
19472,17.8,82.0,980.3,80.0,979.2,17.9
19473,17.8,82.0,980.3,80.0,979.0,17.9
19474,17.8,82.0,978.9,80.0,979.2,18.0
19475,17.8,82.0,978.7,80.0,979.2,17.9
19476,17.9,82.0,978.7,80.0,979.2,17.9
19477,17.9,82.0,978.7,80.0,979.2,17.9
19478,17.9,82.0,978.7,80.0,979.2,17.9
19479,17.9,82.0,981.0,80.0,979.2,17.8
19480,18.0,82.0,980.3,80.0,979.5,17.8
19481,17.9,82.0,980.3,80.0,979.5,17.8
19482,17.9,82.0,980.8,80.0,979.5,17.9
19483,17.9,82.0,980.8,80.0,979.5,17.9
19484,17.9,82.0,980.7,80.0,979.6,17.9
19485,17.9,82.0,978.9,80.0,979.5,17.9
19486,17.9,82.0,981.0,80.0,979.7,17.9
19487,17.9,82.0,980.8,80.0,979.5,17.9
19488,17.9,82.0,981.0,80.0,979.7,17.9
19489,17.9,82.0,981.0,80.0,979.7,17.9
19490,17.9,82.0,981.0,80.0,979.9,18.0
19491,17.9,82.0,981.0,80.0,979.7,18.0
19492,17.9,82.0,981.0,80.0,979.9,17.9
19493,17.9,82.0,981.0,80.0,979.9,17.9
19494,17.9,82.0,981.0,80.0,979.9,17.8
19495,17.9,82.0,981.0,80.0,980.0,17.8
19496,17.7,82.0,980.0,80.0,980.1,17.7
19497,17.7,82.0,980.1,80.0,980.1,17.7
19498,17.6,82.0,980.2,80.0,980.3,17.7
19499,17.6,82.0,980.7,80.0,980.3,17.7
19500,17.6,82.0,980.7,80.0,980.4,17.7
19501,17.7,82.0,980.5,80.0,980.7,17.7
19502,17.7,82.0,980.7,80.0,980.5,17.7
19503,17.6,82.0,980.3,80.0,980.8,17.7
19504,17.6,82.0,980.9,80.0,980.8,17.7
19505,17.6,83.0,980.8,80.0,978.9,17.7
19506,17.6,83.0,980.7,80.0,980.8,17.8
19507,17.6,83.0,981.2,80.0,981.0,17.8
19508,17.6,83.0,981.1,80.0,980.7,17.9
19509,17.6,82.0,981.0,80.0,981.0,17.9
19510,17.6,82.0,981.1,80.0,980.7,17.9
19511,17.6,82.0,981.6,80.0,981.2,17.9
19512,17.5,81.0,981.8,79.0,981.1,17.8
19513,17.5,81.0,981.6,79.0,981.0,17.8
19514,17.5,81.0,979.8,79.0,981.0,17.8
19515,17.5,82.0,982.1,79.0,981.0,17.8
19516,17.5,82.0,979.9,79.0,981.2,17.8
19517,17.5,82.0,981.8,79.0,981.4,17.8
19518,17.5,82.0,981.6,79.0,979.4,17.8
19519,17.5,81.0,979.7,79.0,979.6,17.7
19520,17.5,82.0,980.3,79.0,979.4,17.7
19521,17.5,82.0,979.9,79.0,979.6,17.7
19522,17.5,81.0,980.5,79.0,979.7,17.6
19523,17.4,81.0,980.7,79.0,979.7,17.6
19524,17.5,82.0,980.3,79.0,979.8,17.6
19525,17.5,82.0,980.9,79.0,980.0,17.6
19526,17.4,81.0,980.6,79.0,980.0,17.5
19527,17.4,82.0,980.4,79.0,980.3,17.6
19528,17.5,82.0,980.9,79.0,980.4,17.6
19529,17.5,82.0,980.7,79.0,980.4,17.6
19530,17.5,82.0,980.9,79.0,980.4,17.6
19531,17.4,81.0,981.2,79.0,980.6,17.5
19532,17.4,82.0,980.8,79.0,980.7,17.5
19533,17.4,82.0,981.1,79.0,980.8,17.5
19534,17.4,82.0,981.1,79.0,980.9,17.4
19535,17.4,82.0,981.2,80.0,981.1,17.4
19536,17.3,81.0,981.3,79.0,981.0,17.4
19537,17.3,82.0,981.5,79.0,981.3,17.4
19538,17.3,82.0,982.1,79.0,981.3,17.5
19539,17.4,82.0,981.8,79.0,981.5,17.5
19540,17.4,81.0,982.0,79.0,981.6,17.6
19541,17.4,81.0,982.3,79.0,981.6,17.6
19542,17.4,82.0,982.1,79.0,981.4,17.6
19543,17.4,82.0,982.1,79.0,981.6,17.6
19544,17.4,82.0,982.4,79.0,981.6,17.6
19545,17.4,82.0,982.5,79.0,981.6,17.6
19546,17.4,82.0,982.5,79.0,981.8,17.5
19547,17.4,82.0,982.3,79.0,981.6,17.6
19548,17.4,82.0,982.3,79.0,981.6,17.5
19549,17.4,82.0,982.0,79.0,981.6,17.5
19550,17.4,82.0,982.4,79.0,981.6,17.6
19551,17.3,82.0,982.5,79.0,981.6,17.5
19552,17.3,82.0,982.5,79.0,981.8,17.5
19553,17.3,82.0,982.6,79.0,981.8,17.5
19554,17.3,82.0,982.6,79.0,981.8,17.5
19555,17.4,82.0,982.9,79.0,981.8,17.5
19556,17.4,82.0,982.8,79.0,982.0,17.5
19557,17.4,81.0,983.0,79.0,981.8,17.5
19558,17.4,82.0,982.5,79.0,982.0,17.5
19559,17.4,81.0,982.8,79.0,982.1,17.5
19560,17.3,81.0,983.2,79.0,982.0,17.5
19561,17.3,81.0,982.8,79.0,982.3,17.5
19562,17.3,81.0,982.8,79.0,982.3,17.5
19563,17.4,81.0,982.8,79.0,982.1,17.4
19564,17.3,81.0,983.0,79.0,982.3,17.4
19565,17.3,81.0,982.8,79.0,982.4,17.3
19566,17.3,81.0,982.5,79.0,982.5,17.4
19567,17.3,81.0,982.9,79.0,982.5,17.3
19568,17.3,81.0,983.5,79.0,982.8,17.3
19569,17.3,81.0,983.2,79.0,982.7,17.3
19570,17.2,82.0,982.9,79.0,981.2,17.3
19571,17.2,82.0,981.3,79.0,981.2,17.4
19572,17.2,81.0,981.4,79.0,983.3,17.4
19573,17.3,81.0,982.1,79.0,983.1,17.4
19574,17.2,81.0,981.7,79.0,981.0,17.4
19575,17.2,81.0,982.0,79.0,981.2,17.3
19576,17.1,81.0,982.5,79.0,981.3,17.3
19577,17.1,81.0,982.0,79.0,981.5,17.3
19578,17.1,81.0,982.4,79.0,981.5,17.2
19579,17.1,81.0,982.6,79.0,981.6,17.2
19580,17.0,81.0,982.9,79.0,981.5,17.2
19581,17.0,82.0,983.2,79.0,982.0,17.1
19582,17.0,82.0,983.0,79.0,982.0,17.1
19583,17.0,82.0,982.9,79.0,982.1,17.1
19584,17.0,82.0,983.4,79.0,982.4,17.2
19585,17.0,82.0,983.2,79.0,982.1,17.2
19586,17.0,82.0,983.8,79.0,982.4,17.1
19587,17.0,82.0,983.6,79.0,982.4,17.2
19588,16.9,82.0,983.8,79.0,982.6,17.2
19589,17.0,82.0,983.9,79.0,982.4,17.2
19590,16.9,81.0,982.2,79.0,982.6,17.2
19591,16.9,81.0,983.7,79.0,982.7,17.1
19592,16.9,81.0,984.5,79.0,982.8,17.1
19593,17.0,82.0,982.0,79.0,983.1,17.1
19594,17.0,82.0,982.0,79.0,983.1,17.1
19595,17.0,82.0,982.0,79.0,982.9,17.1
19596,17.0,82.0,982.0,79.0,983.1,17.1
19597,17.0,82.0,982.0,79.0,982.9,17.1
19598,17.0,82.0,982.0,79.0,983.0,17.1
19599,17.0,82.0,982.0,79.0,983.1,17.1
19600,17.0,82.0,982.0,79.0,983.2,17.1
19601,17.0,82.0,982.0,79.0,983.2,17.1
19602,16.8,81.0,982.7,79.0,983.2,17.1
19603,16.9,81.0,982.6,78.0,983.6,17.0
19604,16.9,81.0,982.5,79.0,983.5,17.0
19605,16.8,82.0,982.6,79.0,983.5,17.0
19606,16.8,81.0,983.1,79.0,983.8,17.0
19607,16.9,81.0,983.0,79.0,983.6,17.0
19608,16.9,81.0,983.3,79.0,983.9,17.0
19609,16.9,81.0,983.2,79.0,983.7,16.9
19610,16.8,81.0,983.3,79.0,982.2,16.9
19611,16.8,81.0,983.1,79.0,982.3,17.0
19612,16.7,82.0,983.0,79.0,982.3,17.0
19613,16.8,82.0,983.8,79.0,982.3,17.0
19614,16.7,82.0,983.9,79.0,982.5,17.1
19615,16.8,82.0,984.4,79.0,982.3,17.0
19616,16.8,81.0,984.0,79.0,982.5,17.0
19617,16.7,81.0,984.2,79.0,982.4,17.0
19618,16.7,82.0,984.4,79.0,982.4,17.0
19619,16.8,82.0,984.3,79.0,982.6,17.0
19620,16.8,82.0,983.8,79.0,982.8,17.0
19621,16.8,81.0,984.2,79.0,982.6,17.0
19622,16.8,81.0,984.4,79.0,982.8,17.0
19623,16.8,81.0,984.4,79.0,982.8,16.9
19624,16.8,81.0,984.3,79.0,982.9,16.9
19625,16.7,81.0,984.0,79.0,982.9,16.9
19626,16.8,81.0,984.6,79.0,983.2,16.8
19627,16.7,81.0,984.3,79.0,983.2,16.8
19628,16.7,81.0,984.2,79.0,983.5,16.8
19629,16.7,81.0,984.8,79.0,983.5,16.8
19630,16.7,81.0,985.0,79.0,983.8,16.8
19631,16.7,81.0,984.7,79.0,983.8,16.8
19632,16.7,81.0,984.7,79.0,983.9,16.8
19633,16.7,81.0,985.2,79.0,984.0,16.8
19634,16.7,81.0,985.1,78.0,984.0,16.8
19635,16.6,81.0,984.8,78.0,984.2,16.8
19636,16.7,81.0,985.4,78.0,984.0,16.9
19637,16.7,81.0,983.1,78.0,983.7,16.9
19638,16.7,80.0,983.5,78.0,983.9,16.9
19639,16.7,80.0,985.3,78.0,983.9,16.8
19640,16.7,80.0,984.8,78.0,983.9,16.8
19641,16.7,80.0,985.1,78.0,983.9,16.8
19642,16.7,80.0,985.5,78.0,984.1,16.8
19643,16.7,80.0,985.2,78.0,984.2,16.8
19644,16.7,81.0,985.6,79.0,984.2,16.8
19645,16.7,81.0,983.3,78.0,984.4,16.8
19646,16.7,81.0,983.7,78.0,984.2,16.7
19647,16.7,81.0,983.7,78.0,984.5,16.8
19648,16.7,81.0,984.2,78.0,984.7,16.7
19649,16.6,80.0,983.7,78.0,984.8,16.8
19650,16.6,80.0,983.7,78.0,984.8,16.8
19651,16.7,80.0,984.0,79.0,985.0,16.7
19652,16.7,80.0,985.3,79.0,984.8,16.7
19653,16.7,80.0,985.3,79.0,984.8,16.8
19654,16.6,81.0,984.0,79.0,985.1,16.8
19655,16.6,81.0,984.0,79.0,985.0,16.8
19656,16.6,81.0,984.0,78.0,985.0,16.9
19657,16.6,81.0,984.0,78.0,984.8,16.9
19658,16.6,81.0,984.0,78.0,984.9,16.9
19659,16.6,81.0,984.0,78.0,984.7,16.9
19660,16.6,81.0,984.0,78.0,984.7,16.8
19661,16.6,81.0,984.0,78.0,984.7,16.9
19662,16.6,81.0,984.0,77.0,984.7,16.9
19663,16.6,81.0,984.0,78.0,984.6,16.9
19664,16.6,81.0,984.0,78.0,984.8,16.9
19665,16.6,81.0,984.0,78.0,984.6,16.9
19666,16.6,81.0,984.0,78.0,984.5,16.9
19667,16.6,81.0,984.0,78.0,984.8,16.8
19668,16.6,81.0,984.0,78.0,984.8,16.8
19669,16.6,81.0,984.0,78.0,984.6,16.8
19670,16.6,81.0,984.0,78.0,985.0,16.9
19671,16.6,81.0,984.0,78.0,984.8,16.9
19672,16.6,81.0,984.0,78.0,984.7,16.9
19673,16.6,81.0,984.0,78.0,984.8,16.8
19674,16.6,81.0,984.0,78.0,984.6,16.8
19675,16.6,81.0,984.0,78.0,985.1,16.8
19676,16.6,81.0,984.0,78.0,985.1,16.8
19677,16.6,81.0,984.0,78.0,985.2,16.8
19678,16.6,81.0,984.0,78.0,985.6,16.8
19679,16.7,81.0,986.1,78.0,985.4,16.8
19680,16.7,81.0,984.7,78.0,985.2,16.8
19681,16.7,81.0,986.4,78.0,985.4,16.8
19682,16.7,80.0,986.4,78.0,985.6,16.8
19683,16.6,80.0,984.5,78.0,985.6,16.8
19684,16.6,80.0,986.2,78.0,985.6,16.7
19685,16.6,80.0,986.3,78.0,985.6,16.7
19686,16.5,80.0,984.4,78.0,985.6,16.6
19687,16.6,81.0,986.4,78.0,985.6,16.7
19688,16.6,81.0,984.7,78.0,985.8,16.7
19689,16.6,80.0,984.5,78.0,985.8,16.7
19690,16.7,81.0,984.5,78.0,985.8,16.7
19691,16.7,80.0,986.1,78.0,985.8,16.8
19692,16.7,80.0,985.9,78.0,985.8,16.8
19693,16.6,79.0,986.4,78.0,985.8,16.8
19694,16.6,79.0,986.4,78.0,985.6,16.8
19695,16.6,79.0,986.4,78.0,985.8,16.7
19696,16.6,79.0,986.4,78.0,986.1,16.8
19697,16.6,79.0,986.4,78.0,986.0,16.7
19698,16.6,79.0,986.4,78.0,985.8,16.7
19699,16.6,79.0,986.4,78.0,985.8,16.7
19700,16.6,79.0,986.4,78.0,985.8,16.7
19701,16.6,79.0,986.4,78.0,985.8,16.7
19702,16.6,79.0,986.4,78.0,986.1,16.7
19703,16.5,80.0,985.2,78.0,985.8,16.7
19704,16.5,80.0,984.8,78.0,986.1,16.7
19705,16.6,80.0,984.8,78.0,985.8,16.7
19706,16.5,80.0,984.7,78.0,985.7,16.7
19707,16.5,80.0,985.0,78.0,986.1,16.7
19708,16.5,80.0,985.2,78.0,986.1,16.6
19709,16.5,80.0,985.1,78.0,984.0,16.6
19710,16.5,80.0,984.5,78.0,984.0,16.7
19711,16.5,80.0,985.1,78.0,984.2,16.6
19712,16.5,81.0,985.1,78.0,984.3,16.6
19713,16.5,80.0,985.3,78.0,984.4,16.6
19714,16.4,80.0,985.6,78.0,984.2,16.6
19715,16.4,81.0,985.4,78.0,984.4,16.6
19716,16.4,81.0,985.4,78.0,984.7,16.6
19717,16.4,81.0,985.1,78.0,984.5,16.6
19718,16.4,81.0,985.1,78.0,984.6,16.6
19719,16.4,81.0,985.6,78.0,984.6,16.6
19720,16.3,81.0,986.0,78.0,984.6,16.6
19721,16.3,81.0,985.9,78.0,984.6,16.6
19722,16.3,81.0,986.2,78.0,984.8,16.6
19723,16.3,81.0,986.2,78.0,984.6,16.6
19724,16.3,81.0,985.8,78.0,984.8,16.6
19725,16.3,81.0,986.3,78.0,984.8,16.6
19726,16.3,81.0,986.0,78.0,984.8,16.6
19727,16.3,81.0,986.4,78.0,985.1,16.6
19728,16.3,81.0,986.5,78.0,985.1,16.5
19729,16.4,81.0,986.5,78.0,984.9,16.5
19730,16.4,81.0,986.3,78.0,985.2,16.5
19731,16.4,81.0,986.3,78.0,985.2,16.5
19732,16.3,81.0,986.1,78.0,985.3,16.6
19733,16.3,81.0,986.5,78.0,985.2,16.6
19734,16.3,81.0,986.6,78.0,985.0,16.6
19735,16.3,81.0,986.4,78.0,985.2,16.6
19736,16.3,81.0,986.1,78.0,985.3,16.5
19737,16.3,81.0,986.5,79.0,985.3,16.5
19738,16.3,81.0,986.3,78.0,985.3,16.6
19739,16.3,82.0,986.7,78.0,985.2,16.6
19740,16.3,81.0,986.7,78.0,985.0,16.5
19741,16.3,81.0,986.4,78.0,985.2,16.5
19742,16.3,80.0,986.9,78.0,985.3,16.4
19743,16.3,81.0,986.4,78.0,985.3,16.4
19744,16.3,80.0,986.8,78.0,985.2,16.4
19745,16.3,80.0,986.8,78.0,985.6,16.3
19746,16.3,80.0,986.5,78.0,985.7,16.3
19747,16.3,80.0,986.7,78.0,985.8,16.3
19748,16.2,80.0,986.6,78.0,985.6,16.3
19749,16.3,80.0,984.7,78.0,985.9,16.3
19750,16.2,80.0,986.4,78.0,985.6,16.3
19751,16.2,80.0,985.0,78.0,985.9,16.3
19752,16.2,80.0,984.7,78.0,985.7,16.4
19753,16.1,80.0,984.8,78.0,985.8,16.4
19754,16.1,81.0,984.7,78.0,986.1,16.5
19755,16.1,80.0,985.0,78.0,985.9,16.5
19756,16.1,80.0,985.5,77.0,985.9,16.4
19757,16.2,80.0,985.1,77.0,985.9,16.3
19758,16.2,80.0,985.0,78.0,986.0,16.3
19759,16.2,80.0,985.3,78.0,985.8,16.3
19760,16.1,81.0,985.3,78.0,985.8,16.3
19761,16.1,80.0,985.6,78.0,984.2,16.2
19762,16.1,80.0,985.5,78.0,984.2,16.2
19763,16.1,80.0,985.2,78.0,984.0,16.2
19764,16.2,80.0,985.4,78.0,984.1,16.2
19765,16.2,81.0,985.2,78.0,984.3,16.3
19766,16.2,80.0,985.1,78.0,984.5,16.3
19767,16.1,80.0,985.8,78.0,984.7,16.3
19768,16.2,80.0,985.6,78.0,984.7,16.3
19769,16.1,81.0,985.7,78.0,984.7,16.3
19770,16.1,80.0,985.6,78.0,984.7,16.4
19771,16.1,80.0,985.8,78.0,984.9,16.3
19772,16.1,80.0,986.0,78.0,984.7,16.1
19773,16.1,81.0,986.4,78.0,985.1,16.2
19774,16.1,80.0,986.2,78.0,985.3,16.2
19775,16.2,81.0,985.8,78.0,985.4,16.3
19776,16.2,81.0,986.2,79.0,985.6,16.3
19777,16.1,80.0,986.7,78.0,985.6,16.3
19778,16.1,80.0,986.1,78.0,985.6,16.3
19779,16.2,80.0,986.1,78.0,985.3,16.3
19780,16.2,80.0,986.0,78.0,985.6,16.3
19781,16.2,80.0,986.0,78.0,985.8,16.3
19782,16.1,80.0,986.2,78.0,985.5,16.3
19783,17.8,91.0,980.7,86.0,980.1,18.4
19784,17.8,91.0,980.7,86.0,980.2,18.4
19785,17.8,91.0,980.7,86.0,979.9,18.4
19786,17.6,91.0,980.9,85.0,980.2,18.4
19787,17.6,91.0,981.0,86.0,979.9,18.4
19788,17.6,91.0,980.8,86.0,980.1,18.3
19789,17.5,91.0,981.0,85.0,980.2,18.3
19790,17.5,92.0,980.7,86.0,980.3,18.3
19791,17.5,91.0,981.1,86.0,980.5,18.2
19792,17.5,91.0,981.1,85.0,980.3,18.3
19793,17.5,90.0,981.1,85.0,980.3,18.3
19794,17.5,90.0,979.5,85.0,980.5,18.3
19795,17.4,90.0,979.3,85.0,980.4,18.3
19796,17.3,87.0,980.0,85.0,980.7,18.2
19797,17.4,87.0,980.0,85.0,980.7,18.2
19798,17.4,87.0,980.4,85.0,980.8,18.2
19799,17.4,89.0,979.9,85.0,980.7,18.2
19800,17.5,88.0,980.3,85.0,978.8,18.2
19801,17.5,89.0,980.4,85.0,979.0,18.2
19802,17.5,89.0,980.8,84.0,978.6,18.1
19803,17.5,89.0,980.7,83.0,979.0,18.1
19804,17.4,87.0,980.3,82.0,979.1,17.9
19805,17.3,86.0,980.3,81.0,979.2,17.8
19806,17.2,86.0,980.7,81.0,979.3,17.8
19807,17.2,87.0,981.2,80.0,979.4,17.8
19808,17.2,86.0,979.5,81.0,979.7,17.7
19809,17.1,86.0,979.6,81.0,979.6,17.7
19810,17.1,86.0,979.9,81.0,979.7,17.5
19811,17.0,86.0,980.0,81.0,980.1,17.5
19812,17.0,86.0,980.4,81.0,980.3,17.5
19813,17.1,87.0,980.6,81.0,980.4,17.5
19814,17.1,87.0,980.6,82.0,978.6,17.4
19815,17.0,87.0,981.1,82.0,978.9,17.3
19816,16.8,87.0,979.5,82.0,979.0,17.3
19817,16.8,87.0,979.4,82.0,979.2,17.2
19818,16.8,87.0,979.9,82.0,979.5,17.2
19819,16.7,87.0,980.4,83.0,979.5,17.1
19820,16.7,88.0,980.6,83.0,979.8,17.1
19821,16.7,87.0,980.7,83.0,980.1,17.1
19822,16.7,87.0,981.0,82.0,980.3,17.0
19823,16.7,87.0,980.6,83.0,978.7,17.1
19824,16.7,87.0,979.6,82.0,978.7,17.1
19825,16.7,88.0,979.8,83.0,979.1,17.1
19826,16.7,88.0,979.2,83.0,979.1,17.1
19827,16.6,88.0,979.6,83.0,979.2,17.2
19828,16.6,88.0,980.1,83.0,979.1,17.1
19829,16.6,88.0,979.7,82.0,979.3,17.1
19830,16.6,87.0,979.9,82.0,979.4,17.1
19831,16.6,88.0,980.5,82.0,979.5,17.0
19832,16.6,88.0,980.2,83.0,979.5,17.0
19833,16.6,88.0,980.1,83.0,979.6,17.0
19834,16.6,89.0,980.1,83.0,979.5,17.1
19835,16.5,89.0,980.3,83.0,979.9,17.1
19836,15.6,84.0,985.4,79.0,984.9,16.0
19837,15.5,83.0,985.4,80.0,984.7,16.0
19838,15.5,84.0,986.0,80.0,984.9,16.0
19839,15.5,84.0,986.3,80.0,984.9,15.9
19840,15.5,83.0,986.2,80.0,985.2,15.9
19841,15.5,84.0,986.5,80.0,985.2,15.9
19842,15.5,83.0,986.6,81.0,985.6,15.9
19843,15.6,84.0,986.8,80.0,985.6,16.0
19844,15.6,85.0,987.0,80.0,985.6,16.0
19845,15.5,86.0,986.9,81.0,985.8,16.0
19846,15.6,86.0,987.2,82.0,985.9,16.0
19847,15.5,86.0,987.2,82.0,985.9,15.9
19848,15.5,86.0,987.1,81.0,985.9,15.8
19849,15.4,86.0,987.4,81.0,986.0,15.7
19850,15.4,86.0,987.4,82.0,985.9,15.8
19851,15.4,86.0,987.9,82.0,986.1,15.8
19852,15.3,86.0,986.2,82.0,986.1,15.9
19853,15.3,87.0,986.0,82.0,986.2,15.9
19854,15.3,88.0,986.4,83.0,986.2,15.8
19855,15.3,89.0,986.4,84.0,986.2,15.8
19856,15.3,89.0,986.2,83.0,986.2,15.7
19857,15.2,88.0,986.7,82.0,986.2,15.6
19858,15.2,87.0,986.6,82.0,986.3,15.6
19859,15.2,88.0,986.2,82.0,986.1,15.7
19860,15.2,87.0,986.7,82.0,986.2,15.6
19861,15.1,87.0,986.5,82.0,986.2,15.5
19862,15.1,87.0,986.4,82.0,986.4,15.5
19863,15.1,87.0,986.8,82.0,986.4,15.6
19864,15.1,88.0,987.1,82.0,986.4,15.6
19865,15.0,87.0,986.8,82.0,986.5,15.6
19866,15.0,87.0,986.6,82.0,986.5,15.6
19867,15.0,88.0,987.4,83.0,986.5,15.6
19868,15.0,89.0,987.4,83.0,986.7,15.6
19869,15.1,89.0,985.6,83.0,986.8,15.7
19870,15.1,89.0,985.6,84.0,986.7,15.7
19871,15.2,89.0,984.9,84.0,986.7,15.7
19872,15.2,89.0,985.8,84.0,987.0,15.8
